locus	compartment
AT5G11150	Vacuole
AT5G11160	Cytoplasm
AT5G11170	Nucleus
AT5G11180	Membrane (unspecified)
AT5G11190	Nucleus
AT5G11200	Nucleus
AT5G11210	Membrane (unspecified)
AT5G11230	Membrane (unspecified)
AT5G11260	Nucleus
AT5G11270	Nucleus
AT5G11310	Mitochondrion
AT5G11320	Cytoplasm
AT5G11350	Nucleus
AT5G11390	Nucleus
AT5G11400	Plasma membrane
AT5G11410	Plasma membrane
AT5G11420	Cell wall / apoplast
AT5G11450	Chloroplast
AT5G11460	Cytoplasm
AT5G11490	Golgi
AT5G11510	Nucleus
AT5G11520	Chloroplast
AT5G11530	Nucleus
AT5G11540	Vacuole
AT5G11570	Membrane (unspecified)
AT5G11590	Nucleus
AT5G11630	Mitochondrion
AT5G11670	Cytoplasm
AT5G11690	Mitochondrion
AT5G11710	Golgi
AT5G11740	Plasma membrane
AT5G11770	Mitochondrion
AT5G11790	Cytoplasm
AT5G11800	Golgi
AT5G11880	Chloroplast
AT5G11920	Cell wall / apoplast
AT5G11930	Cytoplasm
AT5G11940	Cell wall / apoplast
AT5G11950	Cytoplasm
AT5G11960	Plasma membrane
AT5G11980	Golgi
AT5G12020	Cytoplasm
AT5G12030	Cytoplasm
AT5G12040	Chloroplast
AT5G12050	Plasma membrane
AT5G12060	Cell wall / apoplast
AT5G12070	Cell wall / apoplast
AT5G12080	Plasma membrane
AT5G12100	Mitochondrion
AT5G12110	Plasma membrane
AT5G12130	Chloroplast
AT5G12170	Chloroplast
AT5G12180	Membrane (unspecified)
AT5G12190	Nucleus
AT5G12200	Endoplasmic reticulum
AT5G12230	Nucleus
AT5G12235	Cell wall / apoplast
AT5G12250	Cytoplasm
AT5G12290	Mitochondrion
AT5G12330	Nucleus
AT5G12365	Cytoplasm
AT5G12370	Cytoplasm
AT5G12390	Mitochondrion
AT5G12420	Plasma membrane
AT5G12470	Chloroplast
AT5G12480	Plasma membrane
AT5G12840	Nucleus
AT5G12860	Chloroplast
AT5G12870	Nucleus
AT5G12910	Nucleus
AT5G12970	Endoplasmic reticulum
AT5G12990	Cell wall / apoplast
AT5G13000	Plasma membrane
AT5G13010	Nucleus
AT5G13020	Nucleus
AT5G13050	Mitochondrion
AT5G13060	Nucleus
AT5G13080	Nucleus
AT5G13110	Chloroplast
AT5G13120	Chloroplast
AT5G13130	Nucleus
AT5G13150	Cytoplasm
AT5G13160	Plasma membrane
AT5G13170	Plasma membrane
AT5G13180	Nucleus
AT5G13190	Plasma membrane
AT5G13220	Nucleus
AT5G13230	Mitochondrion
AT5G13270	Chloroplast
AT5G13280	Chloroplast
AT5G13290	Plasma membrane
AT5G13300	Golgi
AT5G13330	Nucleus
AT5G13400	Membrane (unspecified)
AT5G13410	Chloroplast
AT5G13430	Mitochondrion
AT5G13440	Mitochondrion
AT5G13450	Mitochondrion
AT5G13460	Nucleus
AT5G13480	Nucleus
AT5G13490	Mitochondrion
AT5G13500	Golgi
AT5G13510	Chloroplast
AT5G13520	Cytoplasm
AT5G13530	Golgi
AT5G13550	Chloroplast
AT5G13570	Cytoplasm
AT5G13580	Membrane (unspecified)
AT5G13610	Mitochondrion
AT5G13630	Chloroplast
AT5G13640	Membrane (unspecified)
AT5G13650	Chloroplast
AT5G13670	Membrane (unspecified)
AT5G13680	Cytoplasm
AT5G13700	Cytoplasm
AT5G13730	Chloroplast
AT5G13740	Vacuole
AT5G13750	Plasma membrane
AT5G13770	Chloroplast
AT5G13790	Nucleus
AT5G13800	Chloroplast
AT5G13820	Nucleus
AT5G13860	Other / unknown
AT5G13870	Cell wall / apoplast
AT5G13900	Plasma membrane
AT5G13910	Nucleus
AT5G13960	Nucleus
AT5G13990	Cytoplasm
AT5G14010	Nucleus
AT5G14040	Mitochondrion
AT5G14050	Nucleus
AT5G14060	Chloroplast
AT5G14070	Cytoplasm
AT5G14090	Plasma membrane
AT5G14100	Chloroplast
AT5G14130	Cell wall / apoplast
AT5G14170	Nucleus
AT5G14180	Cell wall / apoplast
AT5G14200	Chloroplast
AT5G14220	Chloroplast
AT5G14250	Cytoplasm
AT5G14270	Nucleus
AT5G14280	Nucleus
AT5G14285	Membrane (unspecified)
AT5G14300	Mitochondrion
AT5G14320	Chloroplast
AT5G14345	Plasma membrane
AT5G14380	Plasma membrane
AT5G14420	Plasma membrane
AT5G14430	Golgi
AT5G14450	Cell wall / apoplast
AT5G14520	Nucleus
AT5G14530	Nucleus
AT5G14570	Vacuole
AT5G14580	Mitochondrion
AT5G14590	Chloroplast
AT5G14620/AT5G14630	Nucleus
AT5G14660	Chloroplast
AT5G14740	Chloroplast
AT5G14750	Nucleus
AT5G14760	Chloroplast
AT5G14770	Mitochondrion
AT5G14780	Mitochondrion
AT5G14800	Cytoplasm
AT5G14820	Mitochondrion
AT5G14850	Endoplasmic reticulum
AT5G14870	Plasma membrane
AT5G14880	Plasma membrane
AT5G14920	Cell wall / apoplast
AT5G14930	Membrane (unspecified)
AT5G14940	Membrane (unspecified)
AT5G14950	Golgi
AT5G14960	Nucleus
AT5G15010	Mitochondrion
AT5G15020	Nucleus
AT5G15050	Golgi
AT5G15070	Cytoplasm
AT5G15080	Plasma membrane
AT5G15090	Plasma membrane
AT5G15100	Endoplasmic reticulum
AT5G15120	Nucleus
AT5G15130	Nucleus
AT5G15150	Nucleus
AT5G15160	Nucleus
AT5G15170	Nucleus
AT5G15180	Cell wall / apoplast
AT5G15210	Nucleus
AT5G15230	Cell wall / apoplast
AT5G15240	Membrane (unspecified)
AT5G15250	Chloroplast
AT5G15280	Mitochondrion
AT5G15290	Plasma membrane
AT5G15310	Nucleus
AT5G15340	Mitochondrion
AT5G15350	Plasma membrane
AT5G15380/AT5G15370	Nucleus
AT5G15400	Cytoplasm
AT5G15410	Plasma membrane
AT5G15450	Chloroplast
AT5G15460	Plasma membrane
AT5G15470	Golgi
AT5G15530	Chloroplast
AT5G15540	Nucleus
AT5G15550	Nucleus
AT5G15580	Nucleus
AT5G15630	Plasma membrane
AT5G15650	Cytoplasm
AT5G15700	Chloroplast
AT5G15720	Cell wall / apoplast
AT5G15725	Cell wall / apoplast
AT5G15730	Plasma membrane
AT5G15740	Golgi
AT5G15760	Chloroplast
AT5G15770	Endoplasmic reticulum
AT5G15800	Nucleus
AT5G15840	Nucleus
AT5G15850	Nucleus
AT5G15860	Endoplasmic reticulum
AT5G15890	Membrane (unspecified)
AT5G15900	Membrane (unspecified)
AT5G15920	Nucleus
AT5G15980	Mitochondrion
AT5G16000	Plasma membrane
AT5G16020	Plasma membrane
AT5G16023	Plasma membrane
AT5G16050	Cytoplasm
AT5G16070	Cytoplasm
AT5G16140	Chloroplast
AT5G16150	Chloroplast
AT5G16180	Chloroplast
AT5G16190	Golgi
AT5G16220	Plasma membrane
AT5G16230	Chloroplast
AT5G16240	Chloroplast
AT5G16270	Nucleus
AT5G16290	Chloroplast
AT5G16300	Golgi
AT5G16310	Nucleus
AT5G16350	Plasma membrane
AT5G16370	Peroxisome
AT5G16390	Chloroplast
AT5G16400	Chloroplast
AT5G16420	Mitochondrion
AT5G16440	Chloroplast
AT5G16453	Cell wall / apoplast
AT5G16460	Endoplasmic reticulum
AT5G16470	Nucleus
AT5G16490	Plasma membrane
AT5G16500	Plasma membrane
AT5G16510	Cytoplasm
AT5G16530	Endoplasmic reticulum
AT5G16540	Nucleus
AT5G16560	Nucleus
AT5G16570	Cytoplasm
AT5G16590	Plasma membrane
AT5G16620	Chloroplast
AT5G16630	Nucleus
AT5G16640	Mitochondrion
AT5G16690	Nucleus
AT5G16710	Chloroplast
AT5G16715	Chloroplast
AT5G16720	Membrane (unspecified)
AT5G16730	Chloroplast
AT5G16740	Membrane (unspecified)
AT5G16750	Nucleus
AT5G16780	Nucleus
AT5G16790	Nucleus
AT5G16820	Cytoplasm
AT5G16830	Membrane (unspecified)
AT5G16840	Cytoplasm
AT5G16850	Nucleus
AT5G16880	Membrane (unspecified)
AT5G16900	Membrane (unspecified)
AT5G16910	Golgi
AT5G16970	Cytoplasm
AT5G17010	Membrane (unspecified)
AT5G17020	Nucleus
AT5G17220	Cytoplasm
AT5G17230	Chloroplast
AT5G17260	Nucleus
AT5G17290	Cytoplasm
AT5G17300	Nucleus
AT5G17310	Cytoplasm
AT5G17320	Nucleus
AT5G17400	Endoplasmic reticulum
AT5G17410	Cytoplasm
AT5G17420	Plasma membrane
AT5G17430	Nucleus
AT5G17450	Membrane (unspecified)
AT5G17490	Nucleus
AT5G17520	Chloroplast
AT5G17550	Cytoplasm
AT5G17560	Chloroplast
AT5G17600	Membrane (unspecified)
AT5G17620	Cytoplasm
AT5G17630	Chloroplast
AT5G17690	Nucleus
AT5G17700	Membrane (unspecified)
AT5G17720	Plasma membrane
AT5G17740	Membrane (unspecified)
AT5G17750	Membrane (unspecified)
AT5G17760	Membrane (unspecified)
AT5G17770	Mitochondrion
AT5G17780	Plasma membrane
AT5G17790	Chloroplast
AT5G17800	Nucleus
AT5G17810	Nucleus
AT5G17820	Cell wall / apoplast
AT5G17850	Membrane (unspecified)
AT5G17860	Vacuole
AT5G17870	Chloroplast
AT5G17920	Cytoplasm
AT5G17980	Endoplasmic reticulum
AT5G17990	Chloroplast
AT5G18000	Nucleus
AT5G18010	Plasma membrane
AT5G18020	Plasma membrane
AT5G18030	Plasma membrane
AT5G18040	Cytoplasm
AT5G18050	Plasma membrane
AT5G18060	Plasma membrane
AT5G18065	Cytoplasm
AT5G18080	Plasma membrane
AT5G18090	Nucleus
AT5G18100	Peroxisome
AT5G18120	Membrane (unspecified)
AT5G18180	Nucleus
AT5G18240	Nucleus
AT5G18270	Nucleus
AT5G18280	Golgi
AT5G18290	Endoplasmic reticulum
AT5G18380	Cytoplasm
AT5G18390	Mitochondrion
AT5G18400	Cytoplasm
AT5G18403	Cell wall / apoplast
AT5G18407	Cell wall / apoplast
AT5G18430	Cell wall / apoplast
AT5G18450	Nucleus
AT5G18480	Golgi
AT5G18500	Plasma membrane
AT5G18520	Membrane (unspecified)
AT5G18550	Nucleus
AT5G18560	Nucleus
AT5G18570	Chloroplast
AT5G18580	Cytoplasm
AT5G18600	Cytoplasm
AT5G18610	Plasma membrane
AT5G18620	Nucleus
AT5G18650	Cytoplasm
AT5G18660	Chloroplast
AT5G18670	Cytoplasm
AT5G18690	Plasma membrane
AT5G18700	Cytoplasm
AT5G18800	Mitochondrion
AT5G18810	Nucleus
AT5G18820	Chloroplast
AT5G18830	Nucleus
AT5G18840	Membrane (unspecified)
AT5G18860	Cell wall / apoplast
AT5G18870	Cell wall / apoplast
AT5G18890	Cytoplasm
AT5G18900	Endoplasmic reticulum
AT5G18960	Nucleus
AT5G18990	Cell wall / apoplast
AT5G19000	Nucleus
AT5G19020	Mitochondrion
AT5G19025	Membrane (unspecified)
AT5G19040	Chloroplast
AT5G19150	Chloroplast
AT5G19160	Membrane (unspecified)
AT5G19172	Cell wall / apoplast
AT5G19175	Cell wall / apoplast
AT5G19180	Nucleus
AT5G19200	Endoplasmic reticulum
AT5G19210	Chloroplast
AT5G19220	Chloroplast
AT5G19230	Plasma membrane
AT5G19240	Plasma membrane
AT5G19250	Plasma membrane
AT5G19280	Plasma membrane
AT5G19310	Nucleus
AT5G19315	Cell wall / apoplast
AT5G19320	Cytoplasm
AT5G19330	Nucleus
AT5G19350	Nucleus
AT5G19360	Membrane (unspecified)
AT5G19370	Chloroplast
AT5G19380	Chloroplast
AT5G19400	Cytoplasm
AT5G19410	Membrane (unspecified)
AT5G19450	Plasma membrane
AT5G19460	Chloroplast
AT5G19470	Chloroplast
AT5G19480	Nucleus
AT5G19520	Plasma membrane
AT5G19550	Cytoplasm
AT5G19600	Membrane (unspecified)
AT5G19610	Cytoplasm
AT5G19620	Chloroplast
AT5G19640	Membrane (unspecified)
AT5G19650	Nucleus
AT5G19660	Golgi
AT5G19690	Endoplasmic reticulum
AT5G19700	Membrane (unspecified)
AT5G19730	Cell wall / apoplast
AT5G19740	Endoplasmic reticulum
AT5G19760	Mitochondrion
AT5G19770	Cytoplasm
AT5G19780	Cytoplasm
AT5G19790	Nucleus
AT5G19830	Mitochondrion
AT5G19840	Nucleus
AT5G19855	Chloroplast
AT5G19880	Cell wall / apoplast
AT5G19890	Cell wall / apoplast
AT5G19910	Nucleus
AT5G19930	Plasma membrane
AT5G19940	Chloroplast
AT5G19980	Golgi
AT5G19990	Cytoplasm
AT5G20000	Cytoplasm
AT5G20010	Nucleus
AT5G20020	Nucleus
AT5G20040	Cytoplasm
AT5G20050	Membrane (unspecified)
AT5G20070	Chloroplast
AT5G20080	Mitochondrion
AT5G20090	Mitochondrion
AT5G20150	Nucleus
AT5G20170	Nucleus
AT5G20230	Plasma membrane
AT5G20240	Nucleus
AT5G20260	Golgi
AT5G20270	Membrane (unspecified)
AT5G20300	Chloroplast
AT5G20320	Nucleus
AT5G20330	Cell wall / apoplast
AT5G20340	Cell wall / apoplast
AT5G20350	Golgi
AT5G20380	Chloroplast
AT5G20410	Chloroplast
AT5G20420	Nucleus
AT5G20430	Nucleus
AT5G20440	Nucleus
AT5G20480	Plasma membrane
AT5G20490	Cytoplasm
AT5G20500	Cytoplasm
AT5G20510	Nucleus
AT5G20520	Plasma membrane
AT5G20540	Nucleus
AT5G20570	Cytoplasm
AT5G20590	Membrane (unspecified)
AT5G20610	Cytoplasm
AT5G20620	Cytoplasm
AT5G20630	Cell wall / apoplast
AT5G20650	Membrane (unspecified)
AT5G20680	Membrane (unspecified)
AT5G20690	Plasma membrane
AT5G20700	Cytoplasm
AT5G20710	Cell wall / apoplast
AT5G20720	Chloroplast
AT5G20730	Nucleus
AT5G20740	Cell wall / apoplast
AT5G20820	Nucleus
AT5G20840	Vacuole
AT5G20850	Nucleus
AT5G20860	Cell wall / apoplast
AT5G20890	Cytoplasm
AT5G20900	Nucleus
AT5G20910	Nucleus
AT5G20920	Cytoplasm
AT5G20930	Nucleus
AT5G20935	Chloroplast
AT5G20960	Cytoplasm
AT5G20980	Chloroplast
AT5G21010	Nucleus
AT5G21100	Cell wall / apoplast
AT5G21120	Nucleus
AT5G21160	Cytoplasm
AT5G21170	Plasma membrane
AT5G21280	Nucleus
AT5G21326	Plasma membrane
AT5G21430	Chloroplast
AT5G21482	Cytoplasm
AT5G21920	Chloroplast
AT5G21930	Chloroplast
AT5G21940	Nucleus
AT5G21960	Nucleus
AT5G21990	Endoplasmic reticulum
AT5G22010	Nucleus
AT5G22060	Membrane (unspecified)
AT5G22090	Chloroplast
AT5G22100	Nucleus
AT5G22110	Nucleus
AT5G22130	Endoplasmic reticulum
AT5G22220	Cytoplasm
AT5G22240	Nucleus
AT5G22250	Nucleus
AT5G22260	Nucleus
AT5G22290	Cytoplasm
AT5G22300	Plasma membrane
AT5G22330	Nucleus
AT5G22350	Mitochondrion
AT5G22360	Golgi
AT5G22370	Cytoplasm
AT5G22380	Nucleus
AT5G22410	Cell wall / apoplast
AT5G22470	Nucleus
AT5G22490	Plasma membrane
AT5G22510	Chloroplast
AT5G22570	Nucleus
AT5G22620	Chloroplast
AT5G22630	Chloroplast
AT5G22640	Chloroplast
AT5G22650	Nucleus
AT5G22740	Golgi
AT5G22750	Nucleus
AT5G22770	Membrane (unspecified)
AT5G22780	Membrane (unspecified)
AT5G22790	Chloroplast
AT5G22800	Chloroplast
AT5G22810	Cell wall / apoplast
AT5G22830	Chloroplast
AT5G22880	Nucleus
AT5G22890	Nucleus
AT5G22900	Membrane (unspecified)
AT5G22910	Membrane (unspecified)
AT5G22920	Nucleus
AT5G22940	Golgi
AT5G22950	Other / unknown
AT5G22960	Cell wall / apoplast
AT5G22980	Cell wall / apoplast
AT5G23000	Nucleus
AT5G23010	Chloroplast
AT5G23020	Chloroplast
AT5G23030	Membrane (unspecified)
AT5G23035	Cell wall / apoplast
AT5G23040	Mitochondrion
AT5G23050	Peroxisome
AT5G23060	Chloroplast
AT5G23070	Cytoplasm
AT5G23080	Nucleus
AT5G23090	Nucleus
AT5G23120	Chloroplast
AT5G23140	Mitochondrion
AT5G23150	Nucleus
AT5G23160	Membrane (unspecified)
AT5G23190	Endoplasmic reticulum
AT5G23210	Cell wall / apoplast
AT5G23212	Cell wall / apoplast
AT5G23240	Chloroplast
AT5G23250	Mitochondrion
AT5G23260	Nucleus
AT5G23270	Plasma membrane
AT5G23280	Nucleus
AT5G23290	Cytoplasm
AT5G23300	Mitochondrion
AT5G23310	Chloroplast
AT5G23320	Endoplasmic reticulum
AT5G23330	Chloroplast
AT5G23395	Mitochondrion
AT5G23405	Nucleus
AT5G23420	Nucleus
AT5G23430	Cytoplasm
AT5G23440	Chloroplast
AT5G23570	Nucleus
AT5G23630	Endoplasmic reticulum
AT5G23660	Plasma membrane
AT5G23670	Endoplasmic reticulum
AT5G23720	Cytoplasm
AT5G23730	Nucleus
AT5G23740	Cytoplasm
AT5G23770	Nucleus
AT5G23780	Nucleus
AT5G23790	Cytoplasm
AT5G23810	Plasma membrane
AT5G23820	Vacuole
AT5G23860	Cytoplasm
AT5G23870	Cell wall / apoplast
AT5G23880	Nucleus
AT5G23940	Cytoplasm
AT5G23960	Cytoplasm
AT5G23980	Membrane (unspecified)
AT5G23990	Plasma membrane
AT5G24010	Membrane (unspecified)
AT5G24020	Chloroplast
AT5G24030	Plasma membrane
AT5G24050	Nucleus
AT5G24070	Cell wall / apoplast
AT5G24080	Plasma membrane
AT5G24090	Cell wall / apoplast
AT5G24100	Plasma membrane
AT5G24105	Plasma membrane
AT5G24110	Nucleus
AT5G24120	Chloroplast
AT5G24140	Membrane (unspecified)
AT5G24150	Membrane (unspecified)
AT5G24160	Membrane (unspecified)
AT5G24270	Plasma membrane
AT5G24280	Nucleus
AT5G24290	Endoplasmic reticulum
AT5G24300	Chloroplast
AT5G24310	Cytoplasm
AT5G24314	Chloroplast
AT5G24330	Nucleus
AT5G24350	Endoplasmic reticulum
AT5G24360	Endoplasmic reticulum
AT5G24380	Plasma membrane
AT5G24400	Chloroplast
AT5G24410	Cytoplasm
AT5G24420	Cytoplasm
AT5G24430	Plasma membrane
AT5G24470	Nucleus
AT5G24520	Cytoplasm
AT5G24590	Nucleus
AT5G24630	Nucleus
AT5G24650	Mitochondrion
AT5G24670	Nucleus
AT5G24760	Cytoplasm
AT5G24800	Nucleus
AT5G24840	Nucleus
AT5G24850	Chloroplast
AT5G24890	Nucleus
AT5G24900	Endoplasmic reticulum
AT5G24910	Endoplasmic reticulum
AT5G24920	Membrane (unspecified)
AT5G24930	Nucleus
AT5G24950	Membrane (unspecified)
AT5G24960	Membrane (unspecified)
AT5G25040	Membrane (unspecified)
AT5G25050	Membrane (unspecified)
AT5G25060	Nucleus
AT5G25090	Plasma membrane
AT5G25100	Membrane (unspecified)
AT5G25120	Membrane (unspecified)
AT5G25130	Membrane (unspecified)
AT5G25140	Membrane (unspecified)
AT5G25150	Nucleus
AT5G25160	Nucleus
AT5G25180	Membrane (unspecified)
AT5G25190	Nucleus
AT5G25220	Nucleus
AT5G25230	Nucleus
AT5G25250	Plasma membrane
AT5G25260	Plasma membrane
AT5G25265	Golgi
AT5G25310	Golgi
AT5G25350	Nucleus
AT5G25370	Cytoplasm
AT5G25390	Nucleus
AT5G25400	Membrane (unspecified)
AT5G25420	Membrane (unspecified)
AT5G25430	Membrane (unspecified)
AT5G25440	Plasma membrane
AT5G25450	Mitochondrion
AT5G25460	Cell wall / apoplast
AT5G25470	Nucleus
AT5G25475	Nucleus
AT5G25480	Nucleus
AT5G25510	Cytoplasm
AT5G25550	Cell wall / apoplast
AT5G25620	Cytoplasm
AT5G25752	Chloroplast
AT5G25760	Peroxisome
AT5G25790	Nucleus
AT5G25800	Nucleus
AT5G25810	Nucleus
AT5G25830	Nucleus
AT5G25880	Cytoplasm
AT5G25890	Nucleus
AT5G25900	Chloroplast
AT5G25910	Plasma membrane
AT5G26000	Vacuole
AT5G26030	Chloroplast
AT5G26040	Nucleus
AT5G26050	Cell wall / apoplast
AT5G26060	Cell wall / apoplast
AT5G26120	Cell wall / apoplast
AT5G26170	Nucleus
AT5G26210	Nucleus
AT5G26220	Cytoplasm
AT5G26230	Plasma membrane
AT5G26240	Membrane (unspecified)
AT5G26250	Membrane (unspecified)
AT5G26340	Plasma membrane
AT5G26360	Cytoplasm
AT5G26570	Chloroplast
AT5G26594	Nucleus
AT5G26600	Chloroplast
AT5G26650	Nucleus
AT5G26660	Nucleus
AT5G26667	Cytoplasm
AT5G26670	Cell wall / apoplast
AT5G26680	Nucleus
AT5G26700	Cell wall / apoplast
AT5G26710	Cytoplasm
AT5G26742	Chloroplast
AT5G26760	Nucleus
AT5G26770	Nucleus
AT5G26780	Mitochondrion
AT5G26805	Nucleus
AT5G26810	Cell wall / apoplast
AT5G26820	Membrane (unspecified)
AT5G26830	Mitochondrion
AT5G26860	Mitochondrion
AT5G26900	Cytoplasm
AT5G26920	Nucleus
AT5G26930	Nucleus
AT5G26940	Chloroplast
AT5G26950	Nucleus
AT5G26980	Golgi
AT5G26990	Nucleus
AT5G27000	Cytoplasm
AT5G27030	Nucleus
AT5G27060	Plasma membrane
AT5G27070	Nucleus
AT5G27080	Cytoplasm
AT5G27100	Membrane (unspecified)
AT5G27120	Nucleus
AT5G27140	Nucleus
AT5G27150	Vacuole
AT5G27200	Chloroplast
AT5G27210	Membrane (unspecified)
AT5G27238	Cell wall / apoplast
AT5G27320	Nucleus
AT5G27350	Membrane (unspecified)
AT5G27360	Membrane (unspecified)
AT5G27370	Membrane (unspecified)
AT5G27380	Chloroplast
AT5G27420	Membrane (unspecified)
AT5G27430	Endoplasmic reticulum
AT5G27450	Cytoplasm
AT5G27470	Cytoplasm
AT5G27495	Cell wall / apoplast
AT5G27520	Peroxisome
AT5G27540	Mitochondrion
AT5G27570	Nucleus
AT5G27600	Peroxisome
AT5G27610	Nucleus
AT5G27620	Cytoplasm
AT5G27630	Cytoplasm
AT5G27640	Cytoplasm
AT5G27650	Nucleus
AT5G27670	Nucleus
AT5G27680	Nucleus
AT5G27720	Cytoplasm
AT5G27740	Nucleus
AT5G27765	Plasma membrane
AT5G27830	Membrane (unspecified)
AT5G27840	Nucleus
AT5G27870	Membrane (unspecified)
AT5G27910	Nucleus
AT5G27940	Cytoplasm
AT5G27945	Nucleus
AT5G27960	Nucleus
AT5G27980	Cytoplasm
AT5G28020	Cytoplasm
AT5G28030	Cytoplasm
AT5G28050	Cytoplasm
AT5G28288	Cell wall / apoplast
AT5G28300	Nucleus
AT5G28470	Membrane (unspecified)
AT5G28490	Nucleus
AT5G28500	Chloroplast
AT5G28510	Endoplasmic reticulum
AT5G28540	Endoplasmic reticulum
AT5G28646	Cytoplasm
AT5G28650	Nucleus
AT5G28680	Plasma membrane
AT5G28750	Chloroplast
AT5G28770	Nucleus
AT5G28900	Cytoplasm
AT5G29000	Nucleus
AT5G29576	Cell wall / apoplast
AT5G30500	Cytoplasm
AT5G30510	Chloroplast
AT5G32460	Nucleus
AT5G32470	Mitochondrion
AT5G32619	Cell wall / apoplast
AT5G33210	Nucleus
AT5G33280	Membrane (unspecified)
AT5G33290	Golgi
AT5G33320	Chloroplast
AT5G33340	Cell wall / apoplast
AT5G33355	Cell wall / apoplast
AT5G33370	Cell wall / apoplast
AT5G34850	Vacuole
AT5G34930	Chloroplast
AT5G34940	Membrane (unspecified)
AT5G35080	Endoplasmic reticulum
AT5G35100	Chloroplast
AT5G35160	Membrane (unspecified)
AT5G35170	Chloroplast
AT5G35200	Membrane (unspecified)
AT5G35210	Chloroplast
AT5G35220	Chloroplast
AT5G35330	Nucleus
AT5G35338	Nucleus
AT5G35360	Chloroplast
AT5G35370	Plasma membrane
AT5G35390	Plasma membrane
AT5G35410	Cytoplasm
AT5G35460	Membrane (unspecified)
AT5G35520	Other / unknown
AT5G35525	Membrane (unspecified)
AT5G35550	Nucleus
AT5G35570	Membrane (unspecified)
AT5G35580	Plasma membrane
AT5G35590	Cytoplasm
AT5G35600	Nucleus
AT5G35630	Chloroplast
AT5G35670	Nucleus
AT5G35700	Cytoplasm
AT5G35715	Membrane (unspecified)
AT5G35735	Membrane (unspecified)
AT5G35750	Endoplasmic reticulum
AT5G35770	Nucleus
AT5G35780	Nucleus
AT5G35790	Chloroplast
AT5G35910	Nucleus
AT5G36110	Membrane (unspecified)
AT5G36120	Chloroplast
AT5G36130/AT5G36140	Membrane (unspecified)
AT5G36170	Chloroplast
AT5G36180	Cell wall / apoplast
AT5G36220	Membrane (unspecified)
AT5G36250	Plasma membrane
AT5G36260	Plasma membrane
AT5G36270	Cytoplasm
AT5G36290	Membrane (unspecified)
AT5G36690	Plasma membrane
AT5G36700	Chloroplast
AT5G36780	Plasma membrane
AT5G36790	Chloroplast
AT5G36870	Plasma membrane
AT5G36880	Chloroplast
AT5G36906	Cell wall / apoplast
AT5G36907	Plasma membrane
AT5G36910	Cell wall / apoplast
AT5G36920	Plasma membrane
AT5G36925	Plasma membrane
AT5G36940	Mitochondrion
AT5G36950	Mitochondrion
AT5G36985	Cell wall / apoplast
AT5G37020	Nucleus
AT5G37035	Cell wall / apoplast
AT5G37055	Nucleus
AT5G37060	Membrane (unspecified)
AT5G37147	Cell wall / apoplast
AT5G37180	Cell wall / apoplast
AT5G37260	Nucleus
AT5G37300	Plasma membrane
AT5G37310	Membrane (unspecified)
AT5G37370	Nucleus
AT5G37450	Membrane (unspecified)
AT5G37473	Cell wall / apoplast
AT5G37474	Cell wall / apoplast
AT5G37500	Membrane (unspecified)
AT5G37510	Mitochondrion
AT5G37600	Cytoplasm
AT5G37640	Cytoplasm
AT5G37660	Plasma membrane
AT5G37670	Peroxisome
AT5G37680	Membrane (unspecified)
AT5G37690	Cell wall / apoplast
AT5G37720	Nucleus
AT5G37740	Plasma membrane
AT5G37780	Cytoplasm
AT5G37785	Cell wall / apoplast
AT5G37800	Nucleus
AT5G37810	Membrane (unspecified)
AT5G37820	Membrane (unspecified)
AT5G37830	Cytoplasm
AT5G38030	Membrane (unspecified)
AT5G38110	Nucleus
AT5G38120	Peroxisome
AT5G38140	Nucleus
AT5G38210	Plasma membrane
AT5G38240	Membrane (unspecified)
AT5G38250	Membrane (unspecified)
AT5G38260	Membrane (unspecified)
AT5G38280	Membrane (unspecified)
AT5G38290	Chloroplast
AT5G38317	Cell wall / apoplast
AT5G38330	Cell wall / apoplast
AT5G38410	Chloroplast
AT5G38420	Chloroplast
AT5G38430	Chloroplast
AT5G38435	Cell wall / apoplast
AT5G38440	Cell wall / apoplast
AT5G38450	Membrane (unspecified)
AT5G38460	Endoplasmic reticulum
AT5G38470	Nucleus
AT5G38480	Cytoplasm
AT5G38490	Nucleus
AT5G38500	Nucleus
AT5G38510	Chloroplast
AT5G38560	Plasma membrane
AT5G38630	Membrane (unspecified)
AT5G38710	Mitochondrion
AT5G38770	Membrane (unspecified)
AT5G38790	Cytoplasm
AT5G38800	Nucleus
AT5G38820	Membrane (unspecified)
AT5G38830	Cytoplasm
AT5G38860	Nucleus
AT5G38880	Cytoplasm
AT5G38910	Cell wall / apoplast
AT5G38930	Cell wall / apoplast
AT5G38940	Cell wall / apoplast
AT5G38960	Cell wall / apoplast
AT5G38970	Membrane (unspecified)
AT5G38990	Membrane (unspecified)
AT5G39000	Membrane (unspecified)
AT5G39020	Membrane (unspecified)
AT5G39030	Membrane (unspecified)
AT5G39040	Vacuole
AT5G39100	Cell wall / apoplast
AT5G39110	Cell wall / apoplast
AT5G39120	Cell wall / apoplast
AT5G39130	Cell wall / apoplast
AT5G39150	Cell wall / apoplast
AT5G39160	Cell wall / apoplast
AT5G39180	Cell wall / apoplast
AT5G39190	Cell wall / apoplast
AT5G39210	Chloroplast
AT5G39220	Chloroplast
AT5G39260	Cell wall / apoplast
AT5G39270	Cell wall / apoplast
